VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Backup Status,com.vrlcm.snapshot,Domain,Last Backup,latency.enforceCpuMin,Server Shutdown for DECOM,Server_Role,SRM-com.vmware.vcDr:::protected,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,Virtual_Machine,SAP,Operation Status,DeployedBy,GRID,Service Level,VSA Backup Application,Environment,Backup,Application,VROPS TAG,VI SDK Server,VI SDK UUID,vCenter,OS Effective,Cleaned OS,Exclusion Reason
hoewap153,poweredOn,False,False,green,,connected,notRunning,gray,False,2024-09-21 21:15:00,,1969-12-31 21:00:00,2024-10-07 17:25:13,2,10240,1,3,intel-haswell,normal,True,True,,HCF_VDS03-Cloud-VM-412,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO009_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,245791,76717,76685,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,13,pending,onSoftPowerOff,vmx-18,[HCF_PROD_CLO009_NTAPF_DS06] hoewap153/hoewap153.vmx,[HCF_PROD_CLO009_NTAPF_DS06] hoewap153/,[HCF_PROD_CLO009_NTAPF_DS06] hoewap153/,[HCF_PROD_CLO009_NTAPF_DS06] hoewap153/,,"Backup Job ID [1571580]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_PROD_CLO009_NTAPF_DS01]",,,12/16/2022 8:54:26 PM,,,,,HOEDCO02,HCF_PROD_CLO009_GP_NTAPF,hcfvhc307.na.site.local,Microsoft Windows Server 2016 or later (64-bit),,vm-1547009,503250bb-4b3f-738d-e6f1-2dc9b235539c,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later,
hoewap157,poweredOn,False,False,green,hoewap157.upstreamaccts.site.local,connected,running,green,False,2024-09-22 04:13:00,,1969-12-31 21:00:00,2024-10-10 04:39:07,4,16384,1,3,intel-broadwell,normal,True,,,HCF_VDS03-Cloud-VM-414,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,1284098,160381,160378,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO006_GP_NTAPF_DS_27] hoewap157/hoewap157.vmx,[HCF_CLO006_GP_NTAPF_DS_27] hoewap157/,[HCF_CLO006_GP_NTAPF_DS_27] hoewap157/,[HCF_CLO006_GP_NTAPF_DS_27] hoewap157/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc219.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1350738,5032e936-104b-bdf7-db71-137bbcf31056,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEWAP171_NEW,poweredOn,False,False,green,HOEWAP171_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:26:32,,1969-12-31 21:00:00,2024-10-06 01:42:28,4,16384,1,3,intel-nehalem,normal,True,,,HCF_VDS03-Cloud-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,296962,251509,251507,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP171_NEW/HOEWAP171_NEW.vmx,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP171_NEW/,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP171_NEW/,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP171_NEW/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc119.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572717,5032e09e-c324-c4d0-0a5f-249f8f94a3f4,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEWAP172_NEW,poweredOn,False,False,green,HOEWAP172_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:18:41,,1969-12-31 21:00:00,2024-10-09 03:05:57,4,16384,1,3,intel-haswell,normal,True,,,HCF_VDS03-Cloud-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,296962,224300,224297,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP172_NEW/HOEWAP172_NEW.vmx,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP172_NEW/,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP172_NEW/,[HCF_CLO006_GP_NTAPF_DS_26] HOEWAP172_NEW/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc417.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572716,5032e5c3-1e37-7288-4692-4c9cee0eb753,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEWAP173_NEW,poweredOn,False,False,green,HOEWAP173_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:23:42,,1969-12-31 21:00:00,2024-09-30 03:11:09,4,16384,1,3,intel-nehalem,normal,True,,,HCF_VDS01-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,296961,214867,214866,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HOE_CLO71_NFS_DS_037] HOEWAP173_NEW/HOEWAP173_NEW.vmx,[HOE_CLO71_NFS_DS_037] HOEWAP173_NEW/,[HOE_CLO71_NFS_DS_037] HOEWAP173_NEW/,[HOE_CLO71_NFS_DS_037] HOEWAP173_NEW/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs710.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572699,50328091-efe8-b093-e0fd-1bc579bad059,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEWAP174_NEW,poweredOn,False,False,green,HOEWAP174_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:23:08,,1969-12-31 21:00:00,2024-10-03 07:45:45,4,16384,1,3,intel-nehalem,normal,True,,,HCF_VDS01-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,296961,92385,92383,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HOE_CLO71_NFS_DS_029] HOEWAP174_NEW/HOEWAP174_NEW.vmx,[HOE_CLO71_NFS_DS_029] HOEWAP174_NEW/,[HOE_CLO71_NFS_DS_029] HOEWAP174_NEW/,[HOE_CLO71_NFS_DS_029] HOEWAP174_NEW/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs896.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572702,50324087-161d-700e-c74d-bacce5e4b9f7,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEWAP175_NEW,poweredOn,False,False,green,HOEWAP175_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:25:39,,1969-12-31 21:00:00,2024-07-19 02:52:59,4,16384,1,3,intel-nehalem,normal,True,,,HCF_VDS01-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,296961,104367,104366,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HOE_CLO71_NFS_DS_001] HOEWAP175_NEW/HOEWAP175_NEW.vmx,[HOE_CLO71_NFS_DS_001] HOEWAP175_NEW/,[HOE_CLO71_NFS_DS_001] HOEWAP175_NEW/,[HOE_CLO71_NFS_DS_001] HOEWAP175_NEW/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs899.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572703,503273fe-4061-baff-aec0-08cb7dea65e1,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEWAP176_NEW,poweredOn,False,False,green,HOEWAP176_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:25:24,,1969-12-31 21:00:00,2024-09-19 02:32:24,4,16384,1,3,intel-nehalem,normal,True,,,HCF_VDS01-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,296981,100078,100056,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HOE_CLO71_NFS_DS_002] HOEWAP176_NEW/HOEWAP176_NEW.vmx,[HOE_CLO71_NFS_DS_002] HOEWAP176_NEW/,[HOE_CLO71_NFS_DS_002] HOEWAP176_NEW/,[HOE_CLO71_NFS_DS_002] HOEWAP176_NEW/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs899.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572704,50320c72-7bae-5080-f505-c62c9573c613,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEWAP177_NEW,poweredOn,False,False,green,HOEWAP177_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:25:56,,1969-12-31 21:00:00,2024-10-10 03:49:44,4,16384,1,5,intel-nehalem,normal,True,,,HCF_VDS01-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,337940,123421,123401,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HOE_CLO71_NFS_DS_001] HOEWAP177_NEW/HOEWAP177_NEW.vmx,[HOE_CLO71_NFS_DS_001] HOEWAP177_NEW/,[HOE_CLO71_NFS_DS_001] HOEWAP177_NEW/,[HOE_CLO71_NFS_DS_001] HOEWAP177_NEW/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs897.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572705,5032e79d-23e8-6fda-1534-9c203e121fec,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEWAP178_NEW,poweredOn,False,False,green,HOEWAP178_NEW.upstreamaccts.site.local,connected,running,green,False,2024-09-22 13:24:06,,1969-12-31 21:00:00,2024-10-09 20:15:39,4,16384,1,3,intel-nehalem,normal,True,,,HCF_VDS03-Cloud-VM-410,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,296981,99146,99125,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HCF_CLO006_GP_NTAPF_DS_27] HOEWAP178_NEW/HOEWAP178_NEW.vmx,[HCF_CLO006_GP_NTAPF_DS_27] HOEWAP178_NEW/,[HCF_CLO006_GP_NTAPF_DS_27] HOEWAP178_NEW/,[HCF_CLO006_GP_NTAPF_DS_27] HOEWAP178_NEW/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc119.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1572706,5032371b-3e53-7895-960d-b8b8eb992cc7,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
hoewap182,poweredOn,False,False,green,hoewap182.NA.site.local,connected,running,green,False,2024-09-14 21:13:34,,1969-12-31 21:00:00,2024-10-01 21:04:39,4,12288,1,3,intel-haswell,normal,True,True,,HCF_VDS03-Cloud-VM-411,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO009_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,153619,114281,114261,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,none,never,,[HCF_PROD_CLO009_NTAPF_DS_04] hoewap182/hoewap182.vmx,[HCF_PROD_CLO009_NTAPF_DS_04] hoewap182/,[HCF_PROD_CLO009_NTAPF_DS_04] hoewap182/,[HCF_PROD_CLO009_NTAPF_DS_04] hoewap182/,,"Backup Job ID [1565852]  Client: [PrivateCloud_HOEVMS150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_PROD_CLO009_NTAPF_DS01]",,,11/24/2022 7:14:22 PM,,,,,HOEDCO02,HCF_PROD_CLO009_GP_NTAPF,hcfvhc402.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1431435,50326733-9d25-cdda-cafa-3c1074cfc267,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Acceptance,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEWAP182OLD,poweredOn,False,False,green,HOEWAP182OLD.NA.site.local,connected,running,green,False,2024-09-28 21:18:58,,1969-12-31 21:00:00,2024-09-22 00:04:11,4,12288,1,3,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-411,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,153636,109604,109568,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,bios,18,success,never,,[HCF_CLO006_GP_NTAPF_DS_017_HOESQL360] HOEWAP182OLD/HOEWAP182OLD.vmx,[HCF_CLO006_GP_NTAPF_DS_017_HOESQL360] HOEWAP182OLD/,[HCF_CLO006_GP_NTAPF_DS_017_HOESQL360] HOEWAP182OLD/,[HCF_CLO006_GP_NTAPF_DS_017_HOESQL360] HOEWAP182OLD/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc416.na.site.local,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2623,501ab827-c0d3-0044-ff8f-ebc6e87b0421,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Acceptance,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012,
HOEWAP195,poweredOn,False,False,green,HOEWAP195.NA.site.local,connected,running,green,False,2024-09-21 22:10:26,,1969-12-31 21:00:00,2023-07-31 04:09:16,4,20480,1,4,intel-broadwell,normal,True,,,HCF_VDS03-Cloud-VM-440,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,543641,498350,498346,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,18,success,never,,[HCFNCS09_08_HCF_CL006_NFS_DS_008] HOEWAP195/HOEWAP195.vmx,[HCFNCS09_08_HCF_CL006_NFS_DS_008] HOEWAP195/,[HCFNCS09_08_HCF_CL006_NFS_DS_008] HOEWAP195/,[HCFNCS09_08_HCF_CL006_NFS_DS_008] HOEWAP195/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc315.na.site.local,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-229634,50329601-efae-7f8c-a793-2475b7deedf6,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,SQL Server,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
hoewap196,poweredOn,False,False,green,hoewap196.NA.site.local,connected,running,green,False,2024-09-21 21:11:35,,2021-12-23 07:30:53,2024-10-08 15:45:27,8,16384,1,3,intel-haswell,normal,True,,,HCF_VDS01-VM-719,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO013_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,784473,732519,716046,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_CLO013_NTAP_DS14] hoewap196eol/hoewap196eol.vmx,[HCF_CLO013_NTAP_DS14] hoewap196eol/,[HCF_CLO013_NTAP_DS14] hoewap196eol/,[HCF_CLO013_NTAP_DS14] hoewap196eol/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO013_GP_NTAP,hcfvhs01.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1676364,50329646-fb00-d23c-f363-f2355dc45598,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEWAP2021,poweredOn,False,False,green,HOEWAP2021.NA.site.local,connected,running,green,False,2024-09-22 21:22:56,,2021-11-30 08:19:16,2024-10-10 00:38:16,6,8192,1,3,intel-haswell,normal,True,,,HCF_VDS01-VM-101,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,184321,148001,147999,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HOE_CLO71_NFS_DS_031] HOEWAP2021/HOEWAP2021.vmx,[HOE_CLO71_NFS_DS_031] HOEWAP2021/,[HOE_CLO71_NFS_DS_031] HOEWAP2021/,[HOE_CLO71_NFS_DS_031] HOEWAP2021/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs712.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1637919,5032043d-6387-3cdf-9cee-08af3430be3e,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEWAP2022,poweredOn,False,False,green,HOEWAP2022.NA.site.local,connected,running,green,False,2024-09-22 21:15:57,,2021-11-30 10:12:26,2024-10-01 04:35:50,12,20480,1,3,intel-haswell,normal,True,,,HCF_VDS03-VM-101,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO009_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,199683,186926,186922,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,none,never,,[HCF_PROD_CLO009_NTAPF_DS08] HOEWAP2022/HOEWAP2022.vmx,[HCF_PROD_CLO009_NTAPF_DS08] HOEWAP2022/,[HCF_PROD_CLO009_NTAPF_DS08] HOEWAP2022/,[HCF_PROD_CLO009_NTAPF_DS08] HOEWAP2022/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO009_GP_NTAPF,hcfvhc302.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1637928,5032d26c-7b9c-4291-c15e-0b0b72ae8190,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Acceptance,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEWAP2023,poweredOn,False,False,green,HOEWAP2023.NA.site.local,connected,running,green,False,2024-09-18 21:17:15,,2021-12-30 09:07:57,2024-10-08 06:18:41,6,8192,1,3,intel-haswell,normal,True,,,HCF_VDS01-VM-101,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,179216,153393,153377,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,none,never,,[HOE_CLO71_NFS_DS_038] HOEWAP2023/HOEWAP2023.vmx,[HOE_CLO71_NFS_DS_038] HOEWAP2023/,[HOE_CLO71_NFS_DS_038] HOEWAP2023/,[HOE_CLO71_NFS_DS_038] HOEWAP2023/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs714.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1687197,50323359-3123-2fb0-a423-de011af60491,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEWAP2024,poweredOn,False,False,green,HOEWAP2024.NA.site.local,connected,running,green,False,2024-09-18 21:16:32,,2021-12-30 09:16:48,2024-10-09 17:11:25,12,20480,1,3,intel-haswell,normal,True,,,HCF_VDS01-VM-101,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO073_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,204801,181917,181915,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,none,never,,[HOE_CLO73_NFS_DS_001] HOEWAP2024/HOEWAP2024.vmx,[HOE_CLO73_NFS_DS_001] HOEWAP2024/,[HOE_CLO73_NFS_DS_001] HOEWAP2024/,[HOE_CLO73_NFS_DS_001] HOEWAP2024/,,,,,,,,,,HOEDCO02,HOE_Production_CLO073_GP_NTAP,hoevhs734.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1687198,5032c64e-ce84-ebe2-b836-3dc1557b817d,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
hoewap2026,poweredOn,False,False,green,hoewap2026.NA.site.local,connected,running,green,False,2024-09-21 04:18:05,,2023-08-30 23:51:40,2024-09-23 21:12:25,12,20480,1,3,intel-haswell,normal,True,,,HCF_VDS01-VM-471,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO013_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,194652,63786,43214,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,19,none,never,,[HCF_CLO013_NTAP_DS09] hoewap2026_1/hoewap2026.vmx,[HCF_CLO013_NTAP_DS09] hoewap2026_1/,[HCF_CLO013_NTAP_DS09] hoewap2026_1/,[HCF_CLO013_NTAP_DS09] hoewap2026_1/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO013_GP_NTAP,hcfvhs01.na.site.local,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-2356946,5032e6de-e615-94ad-e60b-e3eb30409883,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,ServiceNow,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022,
HOEWAP206,poweredOn,False,False,green,HOEWAP206.upstreamaccts.site.local,connected,running,green,False,2024-07-20 04:26:16,,1969-12-31 21:00:00,2024-10-10 05:15:18,1,4096,1,3,intel-broadwell,normal,,True,,HCF_VDS03-Cloud-VM-412,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,164139,134707,134705,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,bios,18,success,never,,[HCFNCS09_02_HCF_CLO006_GP_NTAPF_DS_27] HOEWAP206/HOEWAP206.vmx,[HCFNCS09_02_HCF_CLO006_GP_NTAPF_DS_27] HOEWAP206/,[HCFNCS09_02_HCF_CLO006_GP_NTAPF_DS_27] HOEWAP206/,[HCFNCS09_02_HCF_CLO006_GP_NTAPF_DS_27] HOEWAP206/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc115.na.site.local,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-3510,501ad38e-bd2d-e0ce-c9de-934de2ded1ec,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012,
